,Name,Count,Cluster
749,DISTRIBUTED,2,1
750,COARSELY,2,1
751,SHAGGY,2,1
752,LAYERED,2,1
753,SNUGLY,2,1
754,SHELLED,2,1
755,BUCKET,2,1
756,MANGO,2,1
757,GIANT,2,1
758,TRIM,2,1
759,REQUIRE,2,1
760,BUN,2,1
761,KNEADING,2,1
762,ACTING,2,1
763,BUTTON,2,1
764,BITTERSWEET,2,1
765,DISTRIBUTE,2,1
766,JOURNEY,2,1
767,GRATER,2,1
768,GIRL,2,1
769,SNACK,2,1
770,TASTED,2,1
771,BURST,2,1
772,SCHOOL,2,1
773,BICARBONATE,2,1
774,SEEDLESS,2,1
775,HALO,2,1
776,UNCOOKED,2,1
777,CRACKING,2,1
778,SUMMERTIME,2,1
779,DEFLATE,2,1
780,INDIRECT,2,1
781,ATTACH,2,1
782,SOAKING,2,1
783,FRONT,2,1
784,SWIRL,2,1
785,GALA,2,1
786,SPINACH,2,1
787,SPRINKLING,2,1
788,BLENDING,2,1
789,QUALITY,2,1
790,SALTY,2,1
791,BRAIDED,2,1
792,TEAPOT,2,1
793,SLOW,2,1
794,DESCRIPTION,2,1
795,STOPPING,2,1
796,TIER,2,1
797,BRIGHT,2,1
798,BALLER,2,1
799,BENCH,2,1
800,UPRIGHT,2,1
801,TOSSING,2,1
802,CRUNCHY,2,1
803,VISIBLE,2,1
804,STORAGE,2,1
805,TASTING,2,1
806,SUGARED,2,1
807,INSPIRATION,2,1
808,LINING,2,1
809,EFFECT,2,1
810,BROILER,2,1
811,AIRY,2,1
812,TARTNESS,2,1
813,CHURN,2,1
814,SUNDAE,2,1
815,ROUGH,2,1
816,OVERHANG,2,1
817,TESTED,2,1
818,MESS,2,1
819,RELAX,2,1
820,TRULY,2,1
821,SOUND,2,1
822,INTERNAL,2,1
823,COMBINING,2,1
824,RISING,2,1
825,SHOULDNT,2,1
826,ABLE,2,1
827,TWICE,2,1
828,INDEX,2,1
829,TIGHT,2,1
830,POST,2,1
831,BODY,2,1
832,BALSAMIC,2,1
833,PLIABLE,2,1
834,ENDED,2,1
835,SAUTE,2,1
836,CRIMP,2,1
837,UNCOVER,2,1
838,TAMPER,2,1
839,ALTERNATE,2,1
840,REMOVABLE,2,1
841,BRICK,2,1
842,GENEROUS,2,1
843,SUGARY,2,1
844,COLANDER,2,1
845,CORED,2,1
846,WARMED,2,1
847,GINGERBREAD,2,1
848,SPICED,2,1
849,MOLASSES,2,1
850,STRAIN,2,1
851,TOFFEE,2,1
852,FRAGRANT,2,1
853,EAGLE,2,1
854,HOOK,2,1
855,DOG,2,1
856,SHAKEN,2,1
857,OVERCOOK,2,1
858,CONVENTIONAL,2,1
859,ALLERGY,2,1
860,AWESOMENESS,2,1
861,HAZELNUT,2,1
862,GRAPE,2,1
863,PIERCE,2,1
864,DIRECTED,2,1
865,MILKY,2,1
866,HEATPROOF,2,1
867,MOSTLY,2,1
868,PARTIALLY,2,1
869,SHORTBREAD,2,1
870,OVERWORK,2,1
871,LOADED,2,1
872,UPPER,2,1
873,CHUNK,2,1
874,STEAM,2,1
875,BRITTLE,2,1
876,CRACKED,2,1
877,LATER,2,1
878,HUMIDITY,2,1
879,MUSHY,2,1
880,SAVED,2,1
881,PARING,2,1
882,BEAUTIFUL,2,1
883,FASHIONED,2,1
884,BASTING,2,1
885,CLOVE,2,1
886,AUTUMN,2,1
887,HOUGH,2,1
888,FUSS,2,1
889,FLUFF,2,1
890,FREEMAN,2,1
891,CHOLESTEROL,2,1
892,EXCEPT,2,1
893,PROVIDE,2,1
894,DOUGHY,2,1
895,COLORED,2,1
896,HANDLING,2,1
897,BRAN,2,1
898,THEYLL,2,1
899,JIGGLY,2,1
900,SATISFY,2,1
